,Date,IPC,Title,Claims,Abstract,Ticker,PatentNumber
546,2023-10-17,g11c016/10,distributed compaction of logical states to reduce program time,20,"a memory device includes a memory array of memory cells and control logic, operatively coupled with the memory array. the control logic is to perform operations, which include causing the memory cells to be programmed with an initial voltage distribution representing multiple logical states; causing the memory cells to be programmed with a subsequent voltage distribution representing a subset of the multiple logical states at a higher voltage than that of the initial voltage distribution, wherein the subset of the multiple logical states is compacted above a program verify voltage level for the subsequent voltage distribution; and causing a first program verify operation of the subsequent voltage distribution to be performed on the memory cells to verify one or more voltage levels of the subsequent voltage distribution.",MU,11791003
547,2023-10-17,h01l021/768,memory arrays and methods used in forming a memory array comprising strings of memory cells,20,"a memory array comprising strings of memory cells comprises laterally-spaced memory blocks individually comprising a vertical stack comprising alternating insulative tiers and conductive tiers. operative channel-material strings of memory cells extend through the insulative tiers and the conductive tiers. insulative pillars are laterally-between and longitudinally-spaced-along immediately-laterally-adjacent of the memory blocks. the pillars are directly against conducting material of conductive lines in the conductive tiers. other arrays, and methods, are disclosed.",MU,11792991
548,2023-10-17,h01l025/065,semiconductor assemblies including thermal circuits and methods of manufacturing the same,20,"semiconductor assemblies including thermal layers and associated systems and methods are disclosed herein. in some embodiments, the semiconductor assemblies comprise one or more semiconductor devices over a substrate. the substrate includes a thermal layer configured to transfer thermal energy across the substrate. the thermal energy is transferred from the semiconductor device to the graphene layer using one or more thermal connectors.",MU,11791315
549,2023-10-17,h01l023/538,"microelectronic devices including contact structures, and related memory devices, electronic systems, and methods",36,"a microelectronic device comprises a first microelectronic device structure and a second microelectronic device structure attached to the first microelectronic device structure. the first microelectronic device structure comprises memory arrays comprising memory cells comprising access devices and storage node devices, digit lines coupled to the access devices and extending in a first direction to a digit line exit region, and word lines coupled to the access devices and extending in a second direction to a word line exit region. the second microelectronic device structure comprises control logic devices over and in electrical communication with the memory cells. the microelectronic device further comprises contact structures individually in contact with the digit lines in the digit line exit region and in electrical communication with at least some of the control logic devices, at least one of the contact structures comprising a first cross-sectional area at an interface of the first microelectronic device structure and the second microelectronic device structure, and a second cross-sectional area at an interface of one of digit lines, the second cross-sectional area smaller than the first cross-sectional area. related microelectronic devices, memory devices, electronic systems, and methods are also described.",MU,11791273
550,2023-10-17,h01l023/535,tungsten structures and methods of forming the structures,21,"described are methods for forming a tungsten conductive structure over a substrate, such as a semiconductor substrate. described examples include forming a silicon-containing material, such as a doped silicon-containing material, over a supporting structure. the silicon-containing material is then subsequently converted to a tungsten seed material containing the dopant material. a tungsten fill material of lower resistance will then be formed over the tungsten seed material.",MU,11791268
551,2023-10-17,h01l023/528,contacts for twisted conductive lines within memory arrays,20,"devices, systems, and methods for forming twisted conductive lines are described herein. one method includes: forming a first row and a second row of a first number of vertical conductive line contacts, the vertical contacts in each row are arrayed in a first horizontal direction and the first row is spaced from the second row in a second horizontal direction; forming a number of conductive lines with curved portions, each conductive line making contact with alternating conductive line contacts of the first and second rows of the first number of vertical conductive line contacts; and forming a second number of conductive lines with one or more curved portions, each conductive line making contact with the remaining ones of the conductive line contacts of the first and second rows of the first number of vertical conductive line contacts that have not been contacted by the first number of conductive lines.",MU,11791260
552,2023-10-17,h01l021/78,thin die release for semiconductor device assembly,6,"methods for releasing thinned semiconductor dies from a mount tape and associated apparatuses are disclosed. in one embodiment, a sacrificial layer may be disposed at a back side of thinned substrate including semiconductor dies. the sacrificial layer includes materials soluble in contact with a fluid (and/or vapor). a sheet of perforated mount tape may be attached to the sacrificial layer and an ejection component may be provided under a target semiconductor die to be released. the ejection component is configured to create a locally confined puddle of the fluid under the target semiconductor die such that the sacrificial layer is removed to release the target semiconductor die from the mount tape. further, a support component may be provided to pick up the target semiconductor die after the target semiconductor die is released from the mount tape.",MU,11791212
553,2023-10-17,h01l025/065,semiconductor devices with redistribution structures configured for switchable routing,19,"semiconductor devices having redistribution structures, and associated systems and methods, are disclosed herein. in one embodiment, a semiconductor package includes a first semiconductor die including a first redistribution structure and a second semiconductor die including a second redistribution structure. the first and second semiconductor dies can be mounted on a package substrate such that the first and second redistribution structures are aligned with each other. in some embodiments, an interconnect structure can be positioned between the first and second semiconductor dies to electrically couple the first and second redistribution structures to each other. the first and second redistribution structures can be configured such that signal routing between the first and second semiconductor dies can be altered based on the location of the interconnect structure.",MU,11791316
554,2023-10-17,h01l021/02,residue removal during semiconductor device formation,17,"in an example, a method may include removing a material from a structure to form an opening in the structure, exposing a residue, resulting from removing the material, to an alcohol gas to form a volatile compound, and removing the volatile compound by vaporization. the structure may be used in semiconductor devices, such as memory devices.",MU,11791152
555,2023-10-17,g11c029/44,self-repair verification,25,"methods, systems, and devices for self-repair verification are described. a memory system may receive, at a memory device, a command to initiate a repair operation. the memory system may perform the repair operation by replacing a first row of memory cells of the memory device with a second row of memory cells of the memory device. the memory system may write first data to the second row of memory cells, and read second data from the second row of memory cells, based on a stored indication associated with the replacement of rows. the memory device may output an error flag with a first value based at least in part on reading the second data, and the first value of the error flag may indicate that the repair operation was successfully performed based at least in part on the second data matching the first data.",MU,11791011
556,2023-10-17,g11c016/34,threshold voltage offset bin selection based on die family in memory devices,20,"a method includes associating, by a processing device, a set of dies of a block family with a die family, wherein the block family is associated with a first threshold voltage offset bin for voltage offsets to be applied in a read operation; and responsive to detecting a triggering event, associating each die of the set of dies with a second threshold voltage offset bin for voltage offsets to be applied in a read operation, wherein the second threshold voltage offset bin is selected based on a representative die of the set of dies associated with the die family.",MU,11791004
557,2023-10-17,g11c008/00,driver sharing between banks or portions of banks of memory devices,20,"methods, systems, and devices for driver sharing between banks or portions of banks of memory devices are described. an apparatus may include a first bank and a second bank of memory cells and a word line driver configured to activate word lines. the word line driver may include a master word line driver and an address driver. in some examples, the master word line driver may be configured to generate a first signal to a first portion of the first bank or a second portion of the first bank as part of performing an access operation. in some examples, the master word line driver may be configured to generate a first signal for the first bank or the second bank as part of performing an access operation. the address driver configured to generate a second signal to a portion of the first bank or the second bank.",MU,11790980
558,2023-10-17,g11c011/406,apparatuses and methods for refresh compliance,30,"a memory device may enforce compliance with a refresh command requirement in some examples. when a controller fails to comply with the refresh command requirement, the memory device may prevent the controller from accessing a memory array. the controller may regain access by providing one or more commands, such as a refresh command. in some examples, the memory may enforce compliance with a refresh command requirement responsive to a value written to the mode register. in some examples, the memory may enforce compliance with the refresh command requirement after an initialization operation has completed.",MU,11790974
559,2023-10-17,g11c011/22,3d quilt memory array for feram and dram,16,"methods, systems, and devices for memory array with multiplexed select lines are described. in some cases, a memory cell of the memory device may include a storage component, a first transistor coupled with a word line, and a second transistor coupled with a selection line to selectively couple the memory cell with a digit line. the selection line may be provided in parallel to each digit line for multiplexing the digit lines toward a sense amplifier while a plurality of drivers, one for each selection line, may be provided in a staggered configuration under the memory array and split in even drivers and odd drivers for corresponding adjacent tiles of the memory array.",MU,11790970
560,2023-10-17,g11c007/10,memory device access techniques,25,"methods, systems, and devices for memory device access techniques are described. memory systems may be enabled to allow device-controlled access to a portion of volatile memory at a host system. by enabling the memory system to access volatile memory at the host system, the memory system may perform access operations which may reduce a quantity of messages exchanged between the memory system to the host system. the host system may allocate a list of memory resources in volatile memory associated with a first access command. the host system may allocate the same memory resources for a second access command. by allocating the same memory resources, the memory device may transmit a ready to transfer (rtt) message for multiple access commands, rather than for each command. in some cases, reducing the quantity of rtt messages may reduce latency and improve performance at the memory system.",MU,11790961
561,2023-10-17,g06f011/27,test input/output speed conversion and related apparatuses and methods,21,"test input/output speed conversion and related apparatuses and methods are disclosed. an apparatus includes a glue circuit and a bist circuit for core circuitry of an integrated circuit device. the, the bist circuit includes a test interface, one or more inputs, and one or more outputs. the bist circuit is configured to operate at a first speed. the glue circuit is configured to interface with the test interface, the one or more inputs, and the one or more outputs of the bist circuit. the glue circuit is configured to convert between second speed test interface signals and second speed input/output signals operating at a second speed and first speed test interface signals and first speed input/output signals operating at the first speed. the second speed is different from the first speed.",MU,11789835
562,2023-10-17,g06f011/14,seamless recovery of a hardware-based i/o path in a multi-function nvme ssd,23,a method includes receiving signaling indicative of performance of a reset operation involving a first physical function associated with a controller of a memory device and initiating a first timer that corresponds to an amount of time available for the first physical function associated with the controller of the memory device to complete execution of pending commands. the method further includes initiating a second timer that corresponds to an amount of time available for a second physical function associated with the controller of the memory device to complete execution of pending commands and initiating a third timer that corresponds to an amount of time available for the second physical function associated with the controller of the memory device to join a recovery operation that is instigated as a result of performance of the reset operation.,MU,11789819
563,2023-10-17,g06f011/10,error correction for internal read operations,24,"methods, systems, and devices for error correction for internal read operations are described. in some memory systems, a memory device may perform an internal read operation, in which the memory device reads data internal to the memory device (e.g., without sending the data to a memory system controller). to detect and correct errors during an internal read operation, the memory device may use an error control circuit on a memory die. the error control circuit on the memory die may operate on the same codeword, including the same data and same parity bits, as an error control circuit at the memory system controller, effectively reusing the stored parity bits for host read operations and internal read operations. to reduce the decoding overhead at the memory device, the error control circuit on the memory die may support detecting fewer errors than the error control circuit at the memory system controller.",MU,11789817
564,2023-10-17,g06f011/10,memory device crossed matrix parity,20,"methods, devices, and systems related to crossed matrix parity in a memory device are described. in an example, a first plurality of sets of parity data to memory cells in the array that each protect data stored in a row of memory cells of the array can be written to the array. further, a second plurality of sets of parity data to memory cells in the array that each protect data stored in a column of memory cells of the array can be written to the array. the first plurality of sets of parity data and the second plurality of sets of parity data can be sent to a processor for further ecc processing. error correction data can be received from a processor that indicates a cluster of data that includes a threshold quantity of errors. an error correction can be performed on the cluster of data.",MU,11789813
565,2023-10-17,g11c011/00,decoding for a memory device,20,"methods, systems, and devices for decoding for a memory device are described. a decoder of a memory device may include transistors in a first layer between a memory array and a second layer that includes one or more components associated with the memory array. the second layer may include cmos pre-decoding circuitry, among other components. the decoder may include cmos transistors in the first layer. the cmos transistors may control which voltage source is coupled with an access line based on a gate voltage applied to a p-type transistor and a n-type transistor. for example, a first gate voltage applied to a p-type transistor may couple a source node with the access line and bias the access line to a source voltage. a second gate voltage applied to the n-type transistor may couple a ground node with the access line and bias the access line to a ground voltage.",MU,11790987
566,2023-10-17,g11c015/04,error control for content-addressable memory,20,"methods, systems, and devices for error control for content-addressable memory (cam) are described. a cam may store bit vectors as a set of subvectors, which each subvector stored in an independent aspect of the cam, such as in a separate column or array of memory cells within the cam. the cam may similarly segment a queried input bit vector and identify, for each resulting input subvector, whether a matching subvector is stored by the cam. the cam may identify a match for the input bit vector when the number of matching subvectors satisfies a threshold. the cam may validate a match based on comparing a stored bit vector corresponding to the identified match to the input bit vector. the stored bit vector may undergo error correction and may be stored in the cam or another memory array, such as a dynamic random access memory (dram) array.",MU,11789797
567,2023-10-17,g06f009/54,mechanism to trigger early termination of cooperating processes,20,"devices and techniques for triggering early termination of cooperating processes in a processor are described herein. a system includes multiple memory-compute nodes, wherein a memory-compute node comprises: event manager circuitry configured to establish a broadcast channel to receive event messages; and thread manager circuitry configured to organize a plurality of threads to perform portions of a cooperative task, wherein the plurality of threads each monitor the broadcast channel to receive event messages on the broadcast channel, and wherein upon achieving a threshold operation, the thread manager circuitry is to use the event manager circuitry to broadcast, on the broadcast channel, an event message indicating that the cooperative task is complete, causing other threads, in response to receiving the event message, to terminate execution of their respective portions of the cooperative task.",MU,11789790
568,2023-10-17,g06f009/44,computing device reboot,18,"methods and apparatuses associated with rebooting a computing device are described. examples can include receiving at a processing resource of a computing device first signaling associated with boot programs of the computing device and second signaling associated with a boot sequence of the computing device. examples can include writing from the processing resource to a memory resource data that is based at least in part on the first and the second signaling and writing from the processing resource to the memory resource data representative of activity of the computing device. examples can include identifying data representative of a boot process for the computing device and rebooting the computing device in a particular sequence including the monitored activity, based at least in part on the data representative of the boot process responsive to a shutdown, restart, or both, of the computing device.",MU,11789746
569,2023-10-17,g06f009/30,software instruction set update of memory die using page buffers,20,"disclosed in some examples are methods, systems, devices, memory controllers, memory dies, memory devices, and machine-readable mediums that allow for efficient updating of software instructions of the memory die. in some examples, the controller of the memory device may cause the software instructions of one or more memory dies to be updated by causing the page buffers of the one or more memory dies to be loaded with updated software instructions and subsequently issuing a command to the memory die to update the software instructions from the page buffer.",MU,11789738
570,2023-10-17,g11c016/26,estimation of read level thresholds using a data structure,20,a data structure that identifies a characteristic of a region that is located between programming distributions of the memory device and that corresponds to read level thresholds at the region is determined. an estimator type is selected from a plurality of estimator types corresponding with the data structure. a read level threshold of the read level thresholds is estimated using the selected estimator type. a read operation is performed at the memory device using the read level threshold estimated using the selected estimator type.,MU,11789640
571,2023-10-17,h01l021/31,integrated circuitry comprising a memory array comprising strings of memory cells and methods used in forming a memory array comprising strings of memory cells,21,"a method used in forming a memory array comprising strings of memory cells comprises forming an upper stack directly above a lower stack. the lower stack comprises vertically-alternating lower-first-tiers and lower-second-tiers. the upper stack comprises vertically-alternating upper-first-tiers and upper-second-tiers. lower channel openings extend through the lower-first-tiers and the lowers-second-tiers. the lower channel openings have sacrificial material therein. an upper of the lower-first-tiers or a lower of the upper-first-tiers comprises non-stoichiometric silicon nitride comprising (a) or (b), where (a): a nitrogen-to-silicon atomic ratio greater than 1.33 and less than 1.5; and (b): a nitrogen-to-silicon atomic ratio greater than or equal to 1.0 and less than 1.33. a higher of the upper-first-tiers that is above said lower upper-first-tier comprises silicon nitride not having either the (a) or the (b). upper channel openings are etched through the upper-first-tiers and the upper-second-tiers to stop on said upper lower-first-tier or said lower upper-first-tier. after the stop, the sacrificial material is removed from the lower channel openings and form channel-material strings in the upper and lower channel openings. other embodiments, including structure independent of method, are disclosed.",MU,11792983
572,2023-10-17,g06f001/3234,memory device sensors,20,"systems, apparatuses, and methods related to using memory device sensors are described. some memory system or device types include sensors embedded in their circuitry. for instance, a device can be coupled to a memory device with an embedded sensor. the memory device can transmit the data generated by the embedded sensor using a sensor output coupled to the device. the memory device may generate, based at least in part on a characteristic of a memory device, a signal from a sensor embedded in the memory device and transmit the signal generated by the sensor from the memory device to another device coupled to the memory device.",MU,11789519
573,2023-10-17,g06f003/06,separate partition for buffer and snapshot memory,18,"a system includes a processing device and trigger circuitry to signal the processing device responsive, at least in part, based on a determination that a trigger event has occurred. the system can further include a memory device communicatively coupled to the processing device. the memory device can include a cyclic buffer partition portion having a first endurance characteristic and a first reliability characteristic associated therewith. the memory device can further include a snapshot partition portion coupled to the cyclic buffer partition portion via hold-up capacitors. the snapshot partition portion can have a second endurance characteristic and a second reliability characteristic associated therewith. the processing device can perform operations including writing received data sequentially to the cyclic buffer partition portion and writing, based at least in part on the determination that the trigger event has occurred, data from the cyclic buffer partition portion to the snapshot partition portion.",MU,11789629
574,2023-10-17,g06f003/06,performance allocation among users for accessing non-volatile memory devices,19,"a computer having a plurality of accounts and a storage device having a host interface, a controller, non-volatile storage media, and firmware. an account is configured with at least a predetermined speed in accessing the non-volatile storage media by allocating a number of input/output submission queues in the buffer area of the host. the number can be determined from a ratio between the predetermined speed configured for the account and a saturated speed of the storage device with sufficient submission queues. data access requests from the account are evenly distributed to the submission queues allocated for the exclusive use by the account; and the controller, configured via the firmware, processes with equal priority the submission queues configured for the storage device. thus, the account can have at least the predetermined speed in accessing the non-volatile storage media, regardless of how other accounts access the storage device.",MU,11789614
575,2023-10-17,g06f012/00,loading data from memory during dispatch,23,"a dispatch element interfaces with a host processor and dispatches threads to one or more tiles of a hybrid threading fabric. data structures in memory to be used by a tile may be identified by a starting address and a size, included as parameters provided by the host. the dispatch element sends a command to a memory interface to transfer the identified data to the tile that will use the data. thus, when the tile begins processing the thread, the data is already available in local memory of the tile and does not need to be accessed from the memory controller. data may be transferred by the dispatch element while the tile is performing operations for another thread, increasing the percentage of operations performed by the tile that are performing useful work and reducing the percentage that are merely retrieving data.",MU,11789642
576,2023-10-17,g11c016/04,memory with a source plate discharge circuit,20,"memory systems and devices with source plate discharge circuits (and associated methods) are described herein. in one embodiment, a memory device includes (a) a plurality of memory cells, (b) a source plate electrically coupled to the plurality of memory cells, and (c) a discharge circuit. the discharge circuit can include a bipolar junction transistor device electrically coupled to the source plate and configured to drop a voltage at the source plate by, for example, discharging current through the bipolar junction transistor device. in some embodiments, the bipolar junction transistor device can be activated using a low-voltage switch or a high-voltage switch electrically coupled to the bipolar junction transistor. in these and other embodiments, the bipolar junction transistor device can operate in an avalanche mode while discharging current to drop the voltage at the source plate.",MU,11790995
577,2023-10-17,g11c011/34,eliminating write disturb for system metadata in a memory sub-system,20,"a plurality of memory units residing in a first location of a memory device is identified, wherein the first location of the memory device corresponds to a first layer of a plurality of layers of the memory device. it is determined whether a write disturb capability associated with the first location of the memory device satisfies a threshold criterion. responsive to determining that the write disturb capability associated with the first location of the memory device satisfies the threshold criterion, a plurality of logical addresses associated with the plurality of memory units is remapped to a second location of the memory device, wherein the second location of the memory device corresponds to a second layer of the plurality of layers of the memory device, and wherein a write disturb capability associated with the second location of the memory device does not satisfy the threshold criterion.",MU,11790998
578,2023-10-17,g06f012/02,valid translation unit count-based memory management,19,"a method includes determining a first valid translation unit count (vtc) for a first block of memory cells, determining a second vtc for a second block of memory cells when the first vtc is below a vtc threshold corresponding to performance of a memory management operation, consolidating the first vtc and the second vtc when the consolidated first vtc and the second vtc equal or exceed the vtc threshold corresponding to the performance of the memory management operation, and executing the memory management operation utilizing the consolidated first vtc and the second vtc.",MU,11791000
579,2023-10-17,h01l025/065,finer grain dynamic random access memory,20,"systems, apparatuses, and methods related to dynamic random access memory (dram), such as finer grain dram, are described. for example, an array of memory cells in a memory device may be partitioned into regions. each region may include a plurality of banks of memory cells. each region may be associated with a data channel configured to communicate with a host device. in some examples, each channel of the array may include two or more data pins. the ratio of data pins per channel may be two or four in various examples. other examples may include eight data pins per channel.",MU,11791317
580,2023-10-17,h04b007/0456,autocorrelation and memory allocation for wireless communication,20,examples described herein include systems and methods which include wireless devices and systems with examples of an autocorrelation calculator. an electronic device including an autocorrelation calculator may be configured to calculate an autocorrelation matrix including an autocorrelation of symbols indicative of a first narrowband internet of things (iot) transmission and a second narrowband iot transmission. the electronic device may calculate the autocorrelation matrix based on a stored autocorrelation matrix and the autocorrelation of symbols indicative of the first narrowband iot transmission and symbols indicative of the second narrowband iot transmission. the stored autocorrelation matrix may represent another received signal at a different time period than a time period of the first and second narrowband iot transmission. examples of the systems and methods may facilitate the processing of data for wireless and may utilize less memory space than a device than a scheme that stores and calculates autocorrelation from a large dataset computed from various time points.,MU,11791872
581,2023-10-17,h01l029/423,"inverters, and related memory devices and electronic systems",20,"an inverter includes a transistor, an additional transistor overlying the transistor, and a hybrid gate electrode interposed between and shared by the transistor and the additional transistor. the hybrid gate electrode includes a region overlying a channel structure of the transistor, an additional region overlying the region and underlying an additional channel structure of the additional transistor, and further region interposed between the region and the additional region. the region has a first material composition. the additional region has a second material composition different than the first material composition of the region. memory devices and electronic systems are also described.",MU,11791391
582,2023-10-17,h04n023/60,image sensor data management using a multi-port memory device,19,"a memory device can be configured to receive data, via a first port, from an image sensor coupled thereto. the memory device can be further configured to perform an image processing operation on the data. the image processing operation can be performed using logic circuitry of the memory device. the memory device can be configured to transmit operated-on data from the memory device to image signal processing (isp) circuitry via a second port of the memory device. pulling data directly from an image sensor, via a memory device, can reduce data transfers, reduce resource consumption, and offload workloads from isp circuitry, a host device, and/or a host processing device, for example.",MU,11792510
583,2023-10-17,h04l009/06,local ledger block chain for secure updates,20,"the present disclosure includes apparatuses, methods, and systems for using a local ledger block chain for secure updates. an embodiment includes a memory, and circuitry configured to receive a global block to be added to a local ledger block chain for validating an update for data stored in the memory, where the global block to be added to the local ledger block chain includes a cryptographic hash of a current local block in the local ledger block chain, a cryptographic hash of the data stored in the memory to be updated, where the current local block in the local ledger block chain has a digital signature associated therewith that indicates the global block is from an authorized entity.",MU,11791984
584,2023-10-17,g06f003/06,address verification for a memory device,22,"methods, systems, and devices for address verification for a memory device are described. when a memory device receives a write command, the memory device may store, in association with the data written, an indication of a write address associated with the write command. when the memory device receives a read command, the memory device may retrieve data and a previously stored write address associated with the retrieved data, and the memory device may verify a read address associated with the read command against the previously stored write address associated with retrieved data. thus, for example, the memory device may verify whether data read from the memory array based on an address associated with a read command is data that, when previously written to the memory array, was written in response to a write command associated with a matching address.",MU,11789647
585,2023-10-17,g06f003/06,memory access control using a resident control circuitry in a memory device,24,"memory access control, as described herein, can leverage persistent memory to store data that is generally stored in a non-persistent memory. an example method for memory access control can include receiving, by control circuitry resident on a memory device, a memory access request targeting an address of a volatile (e.g., non-persistent) memory component of the memory device and determining characteristics of data associated with the targeted address. the method can further include accessing data at the targeted address of the volatile memory component in response to determining that the characteristics of the data meet a first criterion and accessing data at another address of a non-volatile memory component in response to determining that the characteristics of the data meet a second criterion.",MU,11789653
586,2023-10-17,g06f003/06,virtual partition management,25,"a variety of applications can include apparatus and/or methods of operating the apparatus in which functionalities of a memory device of the apparatus can be extended by changing data flow behaviour associated with standard commands used between a host platform and the memory device. such functionalities can include debug capabilities. in an embodiment, a standard write command and data using a standard protocol to write to a memory device is received in the memory device, where the data is setup information to enable an extension component in the memory device. an extension component includes instructions in the memory device to execute operations on components of the memory device. the memory device can execute operations of the enabled extension component in the memory device based on the setup information. additional apparatus, systems, and methods are disclosed.",MU,11789661
587,2023-10-17,g06f003/06,execution of commands addressed to a logical block,20,"a controller of a memory sub-system can, responsive to providing a command completion signal to a host, mark a portion of a plurality of commands that are addressed to a same logical block of the memory devices, reorder the marked portion of the plurality of commands, wherein write commands from the marked portion of the plurality of commands are given priority over read commands from the marked portion of the plurality of commands, execute a newest write command from the marked portion of the plurality of commands prior to executing read commands, addressed to the same logical block, from the marked portion of the plurality of commands, and execute read commands from the marked portion of the plurality of commands in on an order in which the read commands were received and after the execution of the newest write command, wherein the read commands are executed responsive to an execution of the newest write command.",MU,11789663
588,2023-10-17,g06f011/00,real time trigger rate monitoring in a memory sub-system,17,"the rate at which reads on a target memory portion initiate error recovery procedures can be monitored in real-time. trigger rates can be used to perform analysis of a memory sub-system or to implement improvements in the memory sub-system. trigger rate monitoring can include accessing a count of error recovery initializations for a target memory portion, wherein the count of error recovery initializations corresponds to a number of times a first stage of a multi-stage error recovery process was performed. trigger rate monitoring can further include accessing a count of read operations corresponding to the target memory portion. the count of error recovery initializations and the count of read operations can be used to compute a trigger rate. the trigger rate, or multiple trigger rates from various times or from various target memory portions, can be used to compute a metric for the memory portion(s).",MU,11789839
589,2023-10-17,g06f012/02,wear leveling based on sub-group write counts in a memory sub-system,20,"in an embodiment, a system includes a plurality of memory components that each include a plurality of management groups. each management group includes a plurality of sub-groups. the system also includes a processing device that is operatively coupled with the plurality of memory components to perform wear-leveling operations that include maintaining a sub-group-level delta write count (dwc) for each of the sub-groups of each of the management groups of a memory component in the plurality of memory components. the wear-leveling operations also include determining, in connection with a write operation to a first sub-group of a first management group of the memory component, that a sub-group-level dwc for the first sub-group equals a management-group-move threshold, and responsively triggering a management-group-move operation from the first management group to a second management group of the memory component.",MU,11789861
590,2023-10-17,g06f012/02,power-on-time based data relocation,20,"a total estimated occupancy value of a first data on a first data block of a plurality of data blocks is determined. to determine the total estimated occupancy value of the first data block, a total block power-on-time (pot) value of the first data block is determined. then, a scaling factor is applied to the total block pot value to determine the total estimated occupancy value of the first data block. whether the total estimated occupancy value of the first data block satisfies a threshold criterion is determined. responsive to determining that the total estimated occupancy value of the first data block satisfies the threshold criterion, data stored at the first data block is relocated to a second data block of the plurality of data blocks.",MU,11789862
591,2023-10-17,g06f013/40,ordered delivery of data packets based on type of path information in each packet,20,"a system may include multiple electronic devices and multiple hardware transceivers. the multiple electronic devices may be coupled to each other via an interface network, and may include multiple chiplets. the multiple hardware transceivers, with at least one transceiver included in or coupled to a respective electronic device of the multiple electronic devices, may each be configured to receive data packets from a source device. the data packets may each include a path field including path information indicating a path to a destination device and a bridge-type field including bridge-type information indicating a type of the path information in the path field. the source device and the destination device may each include a chiplet. the multiple hardware transceivers may each be further configured to transmit the received data packets to the destination device using the path information and the bridge-type information of each received data packet.",MU,11789885
592,2023-10-17,g11c016/04,sequential voltage ramp-down of access lines of non-volatile memory device,20,"some embodiments include apparatuses and methods of operating the apparatuses. one of the apparatuses includes a memory cell string having first, second, third, fourth, and fifth memory cells; access lines including first, second, third, fourth, and fifth access lines coupled to the first, second, third, fourth, and fifth memory cells, respectively, and a module. the first memory cell is between the second and third memory cells. the second memory cell is between the first and fourth memory cells. the third memory cell is between the first and fifth memory cells. the module is to couple the first access line to a ground node at a first time of a memory operation, couple the second and third access lines to the ground node at a second time of the operation after the first time, and couple the fourth and fifth access lines to the ground node at a third time of the operation after the second time.",MU,11790991
593,2023-10-17,b23k026/322,method for producing a precoated steel sheet and associated sheet,36,"a method for producing a precoated steel sheet ( 1 ) includes providing a precoated steel strip comprising a steel substrate ( 3 ) having, on at least one of its main faces, a precoating comprising an intermetallic alloy layer and a metallic alloy layer. the metallic alloy layer is a layer of aluminum, a layer of aluminum alloy or a layer of aluminum-based alloy. the method also includes laser cutting said precoated steel strip so as to obtain at least one precoated steel sheet ( 1 ) comprising a cut edge surface ( 13 ) resulting from the cutting operation. the cut edge surface ( 13 ) includes a substrate region ( 14 ) and a precoating region ( 15 ) and the thickness of the precoated steel sheet ( 1 ) is comprised between 0.8 mm and 5 mm. the laser cutting is carried out such that it results directly in a corrosion-improved zone ( 19 ) of the cut edge surface ( 13 ). the surface fraction of aluminum on the substrate region ( 14 ) of the corrosion-improved zone ( 19 ) is greater than or equal to 9% and the surface fraction of aluminum on the bottom half of the substrate region ( 14 ) of the corrosion-improved zone ( 19 ) is greater than or equal to 0.5%.",MT,11786993
594,2023-10-17,g06f015/16,systems and methods for server crash prevention,20,"disclosed are methods, systems, and computer-readable medium for preventing system crashes, including loading a resource from a real resource location; receiving a registration request from a resource user; registering the resource user by updating a resource owner registration list to indicate the resource user registration; receiving a first unload request and determining that the resource user is registered by accessing the registration list; upon determining that the resource user is registered, denying the first unload request; generating a stop use request; transmitting the stop use request to the resource user; receiving a deregistration request from the resource user, based on the stop use request; deregistering the resource user by updating the resource owner registration list; receiving a second unload request after deregistering the resource user; and approving the second unload request to unload the resource.",MSTR,11789838
