,Ticker,Date,Description,Agency,Amount
12271,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC PN 78C00MG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER PRINTERS INCLUDING CX622ADE, CX625ADE, CX625ADHE, CX522ADE, CX421ADN",General Services Administration,552.62
12272,DNOW,2023-07-28,"CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N: CF360A",General Services Administration,2937.9
12273,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K00CG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK P",General Services Administration,759.04
12274,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,780.7
12275,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 70C0HYG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES CS310, CS410, CS510 AND ANY OTHER PRINTER USING LEXMARK P/N",General Services Administration,3207.48
12276,DNOW,2023-07-28,"CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N: CF361A",General Services Administration,875.1
12277,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER (DRUM) I.A.W. OKI DATA AMERICAS P/N 44315104 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD IMAGE DRUM CARTRIDGE FOR USE WITH OKI DATA C610 SERIES DIGITAL COLOR PRINTERS; C610CDN, C610DN,",General Services Administration,132.05
12278,DNOW,2023-07-28,CD-ROM STORAGE CASE: - SEE ATTACHED DOCUMENT FOR DETAIL.,General Services Administration,54.4
12279,DNOW,2023-07-28,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,22.2
12280,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. XEROX CORPORATION P/N 106R03524 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA-HIGHYIELD TONER CARTRIDGE FOR USE WITH XEROX LASER PRINTERS INCLUDING XEROXC400/C405 COLOR MULTIFUNCTION PRINTE",General Services Administration,227.12
12281,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE255AG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P3015 SERIES PRINTERS AND ALL OTHERS THAT USE HP CARTRIDGE P/N CE255AG",General Services Administration,687.2
12282,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK P",General Services Administration,715.66
12283,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,816.74
12284,DNOW,2023-07-28,"TONER,HP508A,LJ,MG",General Services Administration,856.7
12285,DNOW,2023-07-28,"PLIERS, DIAGONAL CUTTING: IAW AMERICAN SOCIETY OF MECHANICAL ENGINEERS (ASME) B107.11 AS CONTAINED IN ASME B107.500-2010; THIS DOCUMENT INCORPORATES AND INCLUDES THE REVISIONS OF PRIMARY STANDARD B107.11, B107.13, B107.16, B107.18, B107.19, B107.20,",General Services Administration,32.17
12286,DNOW,2023-07-28,"HATS, HARD",General Services Administration,19.03
12287,DNOW,2023-07-28,HP 212X (W2120X) HIGH YIELD BLACK ORIGIN,General Services Administration,507.28
12288,DNOW,2023-07-28,"TAPE, MEASURING: MATERIAL: STEEL BLADE, WITH PROTECTIVE MYLAR COATING, YELLOW IN COLOR, BLACK INDICATORS BLADE WIDTH: 1.25 INCH BLADE LENGTH: 25 FEET MEASURING GRADUATIONS: INCH AND FEET SMALLEST GRADUATION 1/16 INCH CASE: PLASTIC WITH RUBBER OVERLAY",General Services Administration,59.01
12289,DNOW,2023-07-28,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,General Services Administration,71.9
12290,DNOW,2023-07-28,"PRINTHEAD,HP744,DJ,MG,YL",General Services Administration,83.18
12291,DNOW,2023-07-28,"TONER,HP508A,LJ,YL",General Services Administration,856.7
12292,DNOW,2023-07-28,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03501",General Services Administration,6354.4
12293,DNOW,2023-07-28,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,7.4
12294,DNOW,2023-07-28,CROWFOOT,General Services Administration,417.88
12295,DNOW,2023-07-28,"EXTRACTOR, SCREW THREAD INSERT: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE STANDARD SAE AS59158, DATED 2007. EXTRACTING TOOL FOR UNIFIED COARSE AND FINE AND SPARK PLUG THREAD SERIES. TYPE: V (EXTRACTING TOOLS). THREAD SZ AND SERIES: 3 TO 8 UNC OR",General Services Administration,31.88
12296,DNOW,2023-07-28,"TONER,HP508A,LJ,CN",General Services Administration,856.7
12297,DNOW,2023-07-28,"PRINTHEAD,HP744,MTBK,RD",General Services Administration,83.18
12298,DNOW,2023-07-28,"TONER,HP508X HY,LJ,BK",General Services Administration,768.45
12299,DNOW,2023-07-28,"KEY, SOCKET HEAD SCREW: IAW ASME B18.3-2003, SOCKET CAP, SHOULDER AND SET SCREWS, HEX AND SPLINE KEYS. KEY SZ: 1/8 INCH SERIES: SHORT MATERIAL: STEEL FEATURES: L-STYLE HANDLE (PARTIAL DESCRIPTION)",General Services Administration,0.13
12300,DNOW,2023-07-28,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,3.7
12301,DNOW,2023-07-28,"CARTRIDGE,TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF226X (HP 26X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRO PRINTER SERIES M402, MFP M426 AND ANY OTHER PRINTER USING HP P/N",General Services Administration,739.86
12302,DNOW,2023-07-28,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,General Services Administration,71.9
12303,DNOW,2023-07-28,"PRINTHEAD,HP744,DJ,PBK,CN",General Services Administration,83.18
12304,DNOW,2023-07-28,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,13.93
12305,DNOW,2023-07-28,"TONER,414X,HY,CN",General Services Administration,208.75
12306,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE505A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P2035/P2055 SERIES PRINTERS INCLUDING P2035, P2035D, P2055DN, P2055X, P",General Services Administration,581.3
12307,DNOW,2023-07-28,GRINDERS/SANDERS,General Services Administration,716.34
12308,DNOW,2023-07-28,"TONER,414X,HY,CN",General Services Administration,208.75
12309,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER CARTRIDGE TYPE REMANUFACTURED SPECIAL FEATURES STANDARD YIELD CARTRIDGE COMPATIBLE FOR USE WITH LEXMARK MS310, MS410, MS510, AND MS610 PRINTERS SERIES OR ANY OTHER PRINTER USING ABILITY ONE PN 7510-00-SAM-",General Services Administration,645.61
12310,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K0XKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK",General Services Administration,1996.54
12311,DNOW,2023-07-28,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS. PRODUCT MADE IN THE USA.,General Services Administration,774.16
12312,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD PN CB400A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP4005 SERIES PRINTERS OR ANY OTHER PRINTER THAT USES HP P/N CB400",General Services Administration,176.75
12313,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K0XKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK",General Services Administration,570.44
12314,DNOW,2023-07-28,"TAPE, EMBOSSING: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,125.88
12315,DNOW,2023-07-28,"FILE, THREAD RESTORERSEE DESCRIPTION IN CONTRACT.",General Services Administration,6.96
12316,DNOW,2023-07-28,HEWLETT PACKARD P/N: W2010X (HP 659X),General Services Administration,3305.25
12317,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E260A41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK PRINTERS INCLUDING E260D, E260DN, E360D, E360DN, E460D, E460DW AND E462DTN THIS I",General Services Administration,470.1
12318,DNOW,2023-07-28,"CARTRIDGE, TONER: - SEEATTACHED DOCUMENT FOR DETAIL. PN:  HP OEM CF453A TAA - G SKU",General Services Administration,3484.25
12319,DNOW,2023-07-28,"TONER,HP 508X HY, LJ,YL",General Services Administration,509.52
12320,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE263AG (HP 648A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP4025, CP4525, CLJ CM4540 MFP PRINTERS AND ALL OTHERS",General Services Administration,189.29
12321,DNOW,2023-07-28,LEXMARK (500G) RETURN PROGRAM TONER CART,General Services Administration,302.34
12322,DNOW,2023-07-28,"TONER,414A,YL",General Services Administration,203.8
12323,DNOW,2023-07-28,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,239.03
12324,DNOW,2023-07-28,"TONER,HP 26X HYIELD LJ,BK",General Services Administration,281.16
12325,DNOW,2023-07-28,"TONER,414A,CN",General Services Administration,205.8
12326,DNOW,2023-07-28,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,13.93
12327,DNOW,2023-07-28,"WRENCH, BOX AND OPEN END COMBINATION: B107.100 CAT 66 SINGLE BOX, COMBINATION BOX, OR DOUBLE BOX END RATCHETING TYPE II: NON-LAMINATED CONSTRUCTION (12 POINT) WRENCHING SZ: 3/8 INCH BOTH ENDS OVERALL LENGTH: 6-23/32 INCHES MATERIAL: STEEL COATING: CH",General Services Administration,11.18
12328,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE505A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P2035/P2055 SERIES PRINTERS INCLUDING P2035, P2035D, P2055DN, P2055X, P",General Services Administration,581.3
12329,DNOW,2023-07-28,COUNTRY OF MANUFACTURE IS US,General Services Administration,335.4
12330,DNOW,2023-07-28,"TONER,414X,HY,YL",General Services Administration,208.75
12331,DNOW,2023-07-28,"TONER,414X,HY,BK",General Services Administration,305.12
12332,DNOW,2023-07-28,HP 212A (W2120A) BLACK ORIGINAL LASERJET,General Services Administration,346.48
12333,DNOW,2023-07-28,"BOOK, MEMORANDUM: ITEM NAME BOOK, MEMORANDUM OVERALL SHEET WIDTH 8.500 INCHES OVERALLSHEET LENGTH 11.00 INCHES OVERALL BOOK WIDTH 8.775 INCHES OVERALL BOOK LENGTH 11.00 INCHES BASIS WEIGHT 16 POUNDS MINIMUM OVERALL COVER COLOR ANY ACCEPTABLE OVERALL",General Services Administration,31.2
12334,DNOW,2023-07-28,"PAD, MOUSE: ITEM NAME PAD, MOUSE OVERALL WIDTH 10.00 INCHES (+/- 1.00 INCH) OVERALL LENGTH 8.00 INCHES (+/- 1.00 INCH) WRIST PAD THICKNESS 1.00 INCH (+ 0.25 / - 0.125 INCH) MOUSE PAD THICKNESS 0.25 INCHES (+ 0.125 / -0.068 INCH) OVERALL COLOR BLUE OV",General Services Administration,25.11
12335,DNOW,2023-07-28,"TONER,414A,BK",General Services Administration,159.8
12336,DNOW,2023-07-28,"TONER,414X,HY,YL",General Services Administration,208.75
12337,DNOW,2023-07-28,HP 212A (W2120A) BLACK ORIGINAL LASERJET,General Services Administration,346.48
12338,DNOW,2023-07-28,"TONER,414X,HY,MG",General Services Administration,208.75
12339,DNOW,2023-07-28,"TONER,414X,HY,MG",General Services Administration,208.75
12340,DNOW,2023-07-28,HP 652A BLACK ORIGINAL LASERJET TONER CA,General Services Administration,817.6
12341,DNOW,2023-07-28,HP 89A (CF289A) BLACK LASERJET TONER CAR,General Services Administration,415.98
12342,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF323A (HP 653A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET MPF680F, MPF680DN, AND MPF680Z SERIES AND ANY OTHERS USING HEW",General Services Administration,7749.91
12343,DNOW,2023-07-28,HP 212A (W2122A) YELLOW ORIGINAL LASERJE,General Services Administration,223.46
12344,DNOW,2023-07-28,"HAMMER, HAND: OVERALL LENGTH: 16 INCHES HEAD WEIGHT: 22 OUNCES MATERIAL: STEEL, FULLY POLISHED FEATURES: CARPENTER'S FRAMING STYLE WITH MILLED FACE & STRAIGHT CLAW; ONE PIECE CONSTRUCTION, SHOCK REDUCTION CUSHION GRIP HANDLE (PARTIAL DESCRIPTION)",General Services Administration,116.82
12345,DNOW,2023-07-28,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,278.6
12346,DNOW,2023-07-28,HP 212A (W2123A) MAGENTA ORIGINAL LASERJ,General Services Administration,223.46
12347,DNOW,2023-07-28,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTIONS A",General Services Administration,5.99
12348,DNOW,2023-07-28,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,239.03
12349,DNOW,2023-07-28,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03503",General Services Administration,1016.77
12350,DNOW,2023-07-28,"TONER,414X,HY,BK",General Services Administration,305.12
12351,DNOW,2023-07-28,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,96.5
12352,DNOW,2023-07-28,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,277.5
12353,DNOW,2023-07-28,"CARTRIDGE, PRINT 3D: ITEM NAME CARTRIDGE, PRINT 3D I.A.W. MAKERBOT INDUSTRIES P/N MP06572 OVERALL WIDTH 1.00 INCH OVERALL LENGTH 1.00 INCH SPOOL SZ LARGE BASIS WEIGHT 2 LBS. OF FILAMENT PER SPOOL; 20 LBS TOTAL OVERALL COLOR ASSORTED COLORS (10 PACK)-",General Services Administration,407.55
12354,DNOW,2023-07-28,"TONER,HP508A,LJ,BK",General Services Administration,273.3
12355,DNOW,2023-07-28,LEXMARK EXTRA HIGH YIELD YELLOW RETURN P,General Services Administration,3069.9
12356,DNOW,2023-07-28,CLOVER MICR FOR HP LASERJET PRO M402DN M,General Services Administration,179.74
12357,DNOW,2023-07-28,HP 212A (W2121A) CYAN ORIGINAL LASERJET,General Services Administration,223.46
12358,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTERNATIONAL P/N X792X4CG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD TONER CARTRIDGE FOR USE WITH LEXMARK LASER X792DE, X792DTE, X792DTFE, X792DTME, X792DTPE, AND X79",General Services Administration,872.19
12359,DNOW,2023-07-28,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,3.7
12360,DNOW,2023-07-28,"SCREWDRIVER, CROSS TIP: STANDARD INCORPORATES THE FOLLOWING STANDARDS INTO ONE. B107.600 STANDARD USE KEY FIELD CODE: B107.15 FLAT TIP SCREWDRIVERS 1B107.15 B107.26 SCREWDRIVER BITS, HAND DRIVEN 1B107.26 B107.30 CROSS TIP SCREWDRIVERS 1B107.30 B107.3",General Services Administration,25.62
12361,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTERNATIONAL P/N X792X4MG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD TONER CARTRIDGE FOR USE WITH LEXMARK X792DE, X792DTE, X792DTFE, X792DTME, X792DTPE, AND X792DTSE",General Services Administration,581.46
12362,DNOW,2023-07-28,"SCREWDRIVER BIT SET AND HANDLE: SCREWDRIVER, RATCHETING MAGNETIC HANDLE STYLE: STANDARD HANDLE COLOR: BLACK OVERALL LENGTH: 8-3/4 INCHES SHANK LENGTH: 3- 25/32 INCHES INCLUDES: 3/16 & 9/32 INCH FLAT TIP BITS; #1 & #2 PHILLIPS ACR BITS; AND T-15 TORX",General Services Administration,379.6
12363,DNOW,2023-07-28,"TONER,414A,YL",General Services Administration,101.9
12364,DNOW,2023-07-28,"EXTENSIONS 1/4"" DRIVE",General Services Administration,22.64
12365,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K00YG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK P",General Services Administration,1045.42
12366,DNOW,2023-07-28,"TONER,414A,BK",General Services Administration,159.8
12367,DNOW,2023-07-28,LEXMARK HIGH YIELD MAGENTA RETURN PROGRA,General Services Administration,288.56
12368,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C00CG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,103.01
12369,DNOW,2023-07-28,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,0.43
12370,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SCG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,625.5
12371,DNOW,2023-07-28,HP PN CF332A CARTRIDGE TYPE NEW,General Services Administration,575.28
12372,DNOW,2023-07-28,LEXMARK HIGH YIELD YELLOW RETURN PROGRAM,General Services Administration,288.56
12373,DNOW,2023-07-28,"TONER,414A,CN",General Services Administration,102.9
12374,DNOW,2023-07-28,"TONER,414A,YL",General Services Administration,203.8
12375,DNOW,2023-07-28,LEXMARK HIGH YIELD CYAN RETURN PROGRAM T,General Services Administration,288.56
12376,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N Q5951A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET PRINTER SERIES 4700 AND ALL OTHER PRINTERS THAT USE HP TONER CARTR",General Services Administration,1354.26
12377,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 50F0U0G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE ULTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES MS510, MS610 AND ANY OTHER PRINTER USING LEXMARK P/N 5",General Services Administration,9798.4
12378,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N Q5950A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET 4700 SERIES PRINTERS AND ALL OTHER LASER PRINTERS THAT USE HP TONE",General Services Administration,278.72
12379,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E260A41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK PRINTERS INCLUDING E260D, E260DN, E360D, E360DN, E460D, E460DW AND E462DTN THIS I",General Services Administration,235.05
12380,DNOW,2023-07-28,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03512",General Services Administration,758.16
12381,DNOW,2023-07-28,"TAPE, MEASURING: MATERIAL: STEEL BLADE, WITH PROTECTIVE MYLAR COATING, YELLOW IN COLOR, BLACK INDICATORS BLADE WIDTH: 1.25 INCH BLADE LENGTH: 25 FEET MEASURING GRADUATIONS: INCH AND FEET SMALLEST GRADUATION 1/16 INCH CASE: PLASTIC WITH RUBBER OVERLAY",General Services Administration,39.34
12382,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTERNATIONAL P/N 56F000G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER MS SERIES MS321DN, MS421DN, MS421DW, MS521DN, MS621DN, MS622DE",General Services Administration,319.2
12383,DNOW,2023-07-28,"EXTENSIONS 3/8"" DRIVE",General Services Administration,11.8
12384,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N74C0S",General Services Administration,147.6
12385,DNOW,2023-07-28,"INK, CARTRIDGE: ITEM NAME INK, CARTRIDGE I.A.W. HEWLETT PACKARD P/N C9373A (HP 72) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD DESIGNJET PRINTERS INCLUDING T610, T620, T770, T790, T1100, T112",General Services Administration,296.26
12386,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SMG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,165.15
12387,DNOW,2023-07-28,"CARTRIDGE,TONER     PN: CF452A YELLOW",General Services Administration,1708.08
12388,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CC530AG (HP 304A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD COLOR LASERJET CP2025, CM2320 MFP AND CP2025DN PRINTER SE",General Services Administration,77.32
12389,DNOW,2023-07-28,"TONER,414A,MG",General Services Administration,101.9
12390,DNOW,2023-07-28,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C00YG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,103.01
12391,DNOW,2023-07-28,"TONER,414A,CN",General Services Administration,102.9
12392,DNOW,2023-07-28,"TONER,HP508A,LJ,BK",General Services Administration,409.95
12393,DNOW,2023-07-28,"SCREWDRIVER, CROSS TIP: STANDARD INCORPORATES THE FOLLOWING STANDARDS INTO ONE. B107.600 STANDARD USE KEY FIELD CODE: B107.15 FLAT TIP SCREWDRIVERS 1B107.15 B107.26 SCREWDRIVER BITS, HAND DRIVEN 1B107.26 B107.30 CROSS TIP SCREWDRIVERS 1B107.30 B107.3",General Services Administration,8.54
12394,DNOW,2023-07-28,"TONER,CX725,HY,RTN,TAA,BK",General Services Administration,313.11
